"","SYMBOL","ENTREZID","GENENAME"
"11395","RBM44","375316","RNA binding motif protein 44"
"11396","GPT2","84706","glutamic--pyruvic transaminase 2"
"11397","MT2A","4502","metallothionein 2A"
"11398","E2F7","144455","E2F transcription factor 7"
"11399","KITLG","4254","KIT ligand"
"11400","CDH11","1009","cadherin 11"
"11401","ATXN7L3","56970","ataxin 7 like 3"
"11402","MSH6","2956","mutS homolog 6"
"11403","LNX2","222484","ligand of numb-protein X 2"
"11404","PHLDB3","653583","pleckstrin homology like domain family B member 3"
"11405","EPS15","2060","epidermal growth factor receptor pathway substrate 15"
"11406","ULK2","9706","unc-51 like autophagy activating kinase 2"
"11407","CREB5","9586","cAMP responsive element binding protein 5"
"11408","MFHAS1","9258","malignant fibrous histiocytoma amplified sequence 1"
"11409","HLA-J","3137","major histocompatibility complex, class I, J (pseudogene)"
"11410","CLIP3","25999","CAP-Gly domain containing linker protein 3"
"11411","ASPM","259266","abnormal spindle microtubule assembly"
"11412","TMEM41B","440026","transmembrane protein 41B"
"11413","TPRG1","285386","tumor protein p63 regulated 1"
"11414","TSSK6","83983","testis specific serine kinase 6"
"11415","IL1RL1","9173","interleukin 1 receptor like 1"
"11416","C3orf67","200844","chromosome 3 open reading frame 67"
"11417","SPECC1L","23384","sperm antigen with calponin homology and coiled-coil domains 1 like"
"11418","EPN2","22905","epsin 2"
"11419","ZXDB","158586","zinc finger X-linked duplicated B"
"11420","HS3ST3B1","9953","heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"11421","S1PR2","9294","sphingosine-1-phosphate receptor 2"
"11422","RSRP1","57035","arginine and serine rich protein 1"
"11423","MIR4785","100616364","microRNA 4785"
"11424","GPC3","2719","glypican 3"
"11425","SLC29A1","2030","solute carrier family 29 member 1 (Augustine blood group)"
"11426","FAM193A","8603","family with sequence similarity 193 member A"
"11427","CLCN7","1186","chloride voltage-gated channel 7"
"11428","ZNF581","51545","zinc finger protein 581"
"11429","PRKCG","5582","protein kinase C gamma"
"11430","RAC3","5881","Rac family small GTPase 3"
"11431","PLXNC1","10154","plexin C1"
"11432","METTL3","56339","methyltransferase like 3"
"11433","IL1RN","3557","interleukin 1 receptor antagonist"
"11434","HMGN4","10473","high mobility group nucleosomal binding domain 4"
"11435","HIST2H2BE","8349","histone cluster 2 H2B family member e"
"11436","HK1","3098","hexokinase 1"
"11437","ANO9","338440","anoctamin 9"
"11438","UROC1","131669","urocanate hydratase 1"
"11439","MAML2","84441","mastermind like transcriptional coactivator 2"
"11440","ACIN1","22985","apoptotic chromatin condensation inducer 1"
"11441","MIR205HG","642587","MIR205 host gene"
"11442","TRIM69","140691","tripartite motif containing 69"
"11443","POLR1C","9533","RNA polymerase I and III subunit C"
"11444","CEP85","64793","centrosomal protein 85"
"11445","ANAPC15","25906","anaphase promoting complex subunit 15"
"11446","DNTTIP2","30836","deoxynucleotidyltransferase terminal interacting protein 2"
"11447","STK32C","282974","serine/threonine kinase 32C"
"11448","ADIPOR1","51094","adiponectin receptor 1"
"11449","PCAT1","100750225","prostate cancer associated transcript 1"
"11450","FAM71F2","346653","family with sequence similarity 71 member F2"
"11451","SREK1IP1","285672","SREK1 interacting protein 1"
"11452","LOC100507373","100507373","uncharacterized LOC100507373"
"11453","RSF1","51773","remodeling and spacing factor 1"
"11454","STX8","9482","syntaxin 8"
"11455","PYGL","5836","glycogen phosphorylase L"
"11456","PRC1","9055","protein regulator of cytokinesis 1"
"11457","FARS2","10667","phenylalanyl-tRNA synthetase 2, mitochondrial"
"11458","MIR26B","407017","microRNA 26b"
"11459","TMEM246","84302","transmembrane protein 246"
"11460","FEN1","2237","flap structure-specific endonuclease 1"
"11461","ALOX15P1","100652883","arachidonate 15-lipoxygenase pseudogene 1"
"11462","NAGS","162417","N-acetylglutamate synthase"
"11463","KAZN","23254","kazrin, periplakin interacting protein"
"11464","PUS1","80324","pseudouridine synthase 1"
"11465","IGFLR1","79713","IGF like family receptor 1"
"11466","ZNF550","162972","zinc finger protein 550"
"11467","TRMT1","55621","tRNA methyltransferase 1"
"11468","LRRC71","149499","leucine rich repeat containing 71"
"11469","TNPO2","30000","transportin 2"
"11470","DOK3","79930","docking protein 3"
"11471","JUNB","3726","JunB proto-oncogene, AP-1 transcription factor subunit"
"11472","GOT2","2806","glutamic-oxaloacetic transaminase 2"
"11473","RAPGEF2","9693","Rap guanine nucleotide exchange factor 2"
"11474","CCDC90B","60492","coiled-coil domain containing 90B"
"11475","CNIH2","254263","cornichon family AMPA receptor auxiliary protein 2"
"11476","ZBED2","79413","zinc finger BED-type containing 2"
"11477","EPS8L1","54869","EPS8 like 1"
"11478","STARD7","56910","StAR related lipid transfer domain containing 7"
"11479","MTHFD2L","441024","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like"
"11480","PIP5K1B","8395","phosphatidylinositol-4-phosphate 5-kinase type 1 beta"
"11481","VSIG10","54621","V-set and immunoglobulin domain containing 10"
"11482","FLRT3","23767","fibronectin leucine rich transmembrane protein 3"
"11483","CXCR2","3579","C-X-C motif chemokine receptor 2"
"11484","PHKG1","5260","phosphorylase kinase catalytic subunit gamma 1"
"11485","SLC23A2","9962","solute carrier family 23 member 2"
"11486","ATG2A","23130","autophagy related 2A"
"11487","LINC00589","619351","long intergenic non-protein coding RNA 589"
"11488","C11orf58","10944","chromosome 11 open reading frame 58"
"11489","KCNH2","3757","potassium voltage-gated channel subfamily H member 2"
"11490","IFT43","112752","intraflagellar transport 43"
"11491","TXNRD2","10587","thioredoxin reductase 2"
"11492","RNF111","54778","ring finger protein 111"
"11493","HABP2","3026","hyaluronan binding protein 2"
"11494","PALB2","79728","partner and localizer of BRCA2"
"11495","ENC1","8507","ectodermal-neural cortex 1"
"11496","GSTA4","2941","glutathione S-transferase alpha 4"
"11497","PIGC","5279","phosphatidylinositol glycan anchor biosynthesis class C"
"11498","YAP1","10413","Yes associated protein 1"
"11499","GOLGA8B","440270","golgin A8 family member B"
"11500","EEFSEC","60678","eukaryotic elongation factor, selenocysteine-tRNA specific"
"11501","NEURL1","9148","neuralized E3 ubiquitin protein ligase 1"
"11502","HDAC3","8841","histone deacetylase 3"
"11503","ZNF736","728927","zinc finger protein 736"
"11504","PA2G4","5036","proliferation-associated 2G4"
"11505","ZNF474","133923","zinc finger protein 474"
"11506","TRADD","8717","TNFRSF1A associated via death domain"
"11507","ERI3-IT1","100874278","ERI3 intronic transcript 1"
"11508","PCDHA4","56144","protocadherin alpha 4"
"11509","DNAJA3","9093","DnaJ heat shock protein family (Hsp40) member A3"
"11510","EGR1","1958","early growth response 1"
"11511","HNRNPAB","3182","heterogeneous nuclear ribonucleoprotein A/B"
"11512","PTPRR","5801","protein tyrosine phosphatase receptor type R"
"11513","PDCL3P4","285359","PDCL3 pseudogene 4"
"11514","CCDC183-AS1","100131193","CCDC183 antisense RNA 1"
"11515","POFUT2","23275","protein O-fucosyltransferase 2"
"11516","LZTS1","11178","leucine zipper tumor suppressor 1"
"11517","ZNF184","7738","zinc finger protein 184"
"11518","PPP3CB","5532","protein phosphatase 3 catalytic subunit beta"
"11519","ZNF133","7692","zinc finger protein 133"
"11520","DLG1-AS1","100507086","DLG1 antisense RNA 1"
"11521","MAP3K9","4293","mitogen-activated protein kinase kinase kinase 9"
"11522","TGFBRAP1","9392","transforming growth factor beta receptor associated protein 1"
"11523","SGSM1","129049","small G protein signaling modulator 1"
"11524","H2AFZ","3015","H2A histone family member Z"
"11525","DNAH7","56171","dynein axonemal heavy chain 7"
"11526","CPA4","51200","carboxypeptidase A4"
"11527","DMD","1756","dystrophin"
"11528","NNT","23530","nicotinamide nucleotide transhydrogenase"
"11529","ALG14","199857","ALG14 UDP-N-acetylglucosaminyltransferase subunit"
"11530","ALDH1L2","160428","aldehyde dehydrogenase 1 family member L2"
"11531","CGNL1","84952","cingulin like 1"
"11532","TRIM41","90933","tripartite motif containing 41"
"11533","EXT2","2132","exostosin glycosyltransferase 2"
"11534","AFF4","27125","AF4/FMR2 family member 4"
"11535","SIRPB1","10326","signal regulatory protein beta 1"
"11536","FEZ1","9638","fasciculation and elongation protein zeta 1"
"11537","SAFB","6294","scaffold attachment factor B"
"11538","AAAS","8086","aladin WD repeat nucleoporin"
"11539","SHARPIN","81858","SHANK associated RH domain interactor"
"11540","KIFAP3","22920","kinesin associated protein 3"
"11541","CNOT8","9337","CCR4-NOT transcription complex subunit 8"
"11542","CAMKK1","84254","calcium/calmodulin dependent protein kinase kinase 1"
"11543","GLUD1P3","2749","glutamate dehydrogenase 1 pseudogene 3"
"11544","GTF2A2","2958","general transcription factor IIA subunit 2"
"11545","M1AP","130951","meiosis 1 associated protein"
"11546","ADPGK-AS1","100287559","ADPGK antisense RNA 1"
"11547","PRKCI","5584","protein kinase C iota"
"11548","CCDC88B","283234","coiled-coil domain containing 88B"
"11549","C2orf74","339804","chromosome 2 open reading frame 74"
"11550","THUMPD3","25917","THUMP domain containing 3"
"11551","NMNAT2","23057","nicotinamide nucleotide adenylyltransferase 2"
"11552","AATK","9625","apoptosis associated tyrosine kinase"
"11553","SQLE","6713","squalene epoxidase"
"11554","FAM166A","401565","family with sequence similarity 166 member A"
"11555","YWHAB","7529","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta"
"11556","MVK","4598","mevalonate kinase"
"11557","PRKAR2A-AS1","100506637","PRKAR2A antisense RNA 1"
"11558","CBWD1","55871","COBW domain containing 1"
"11559","ZNF134","7693","zinc finger protein 134"
"11560","RYR1","6261","ryanodine receptor 1"
"11561","HSPD1","3329","heat shock protein family D (Hsp60) member 1"
"11562","MAP3K7","6885","mitogen-activated protein kinase kinase kinase 7"
"11563","SRSF1","6426","serine and arginine rich splicing factor 1"
"11564","LAMTOR1","55004","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1"
"11565","ANP32A","8125","acidic nuclear phosphoprotein 32 family member A"
"11566","S100A7","6278","S100 calcium binding protein A7"
"11567","SCN4B","6330","sodium voltage-gated channel beta subunit 4"
"11568","UBE2C","11065","ubiquitin conjugating enzyme E2 C"
"11569","TRAPPC8","22878","trafficking protein particle complex 8"
"11570","RAD51-AS1","100505648","RAD51 antisense RNA 1"
"11571","PCDHGB3","56102","protocadherin gamma subfamily B, 3"
"11572","LOC100506639","100506639","uncharacterized LOC100506639"
"11573","SNX27","81609","sorting nexin 27"
"11574","ZNF649","65251","zinc finger protein 649"
"11575","TRIM14","9830","tripartite motif containing 14"
"11576","NDUFC2","4718","NADH:ubiquinone oxidoreductase subunit C2"
"11577","URM1","81605","ubiquitin related modifier 1"
"11578","DROSHA","29102","drosha ribonuclease III"
"11579","FNDC3A","22862","fibronectin type III domain containing 3A"
"11580","COL5A2","1290","collagen type V alpha 2 chain"
"11581","SNX6","58533","sorting nexin 6"
"11582","CST3","1471","cystatin C"
"11583","NCR3LG1","374383","natural killer cell cytotoxicity receptor 3 ligand 1"
"11584","C11orf91","100131378","chromosome 11 open reading frame 91"
"11585","C3orf38","285237","chromosome 3 open reading frame 38"
"11586","RAB7A","7879","RAB7A, member RAS oncogene family"
"11587","EHD3","30845","EH domain containing 3"
"11588","FTO","79068","FTO alpha-ketoglutarate dependent dioxygenase"
"11589","DIRAS3","9077","DIRAS family GTPase 3"
"11590","MUC1","4582","mucin 1, cell surface associated"
"11591","MYCT1","80177","MYC target 1"
"11592","CYTH1","9267","cytohesin 1"
"11593","FOXD1","2297","forkhead box D1"
"11594","IGFBP4","3487","insulin like growth factor binding protein 4"
"11595","COLGALT1","79709","collagen beta(1-O)galactosyltransferase 1"
"11596","SMIM14","201895","small integral membrane protein 14"
"11597","LOC100505841","100505841","zinc finger protein 474-like"
"11598","TEKT4","150483","tektin 4"
"11599","PRSS22","64063","serine protease 22"
"11600","STYK1","55359","serine/threonine/tyrosine kinase 1"
"11601","KRT4","3851","keratin 4"
"11602","RFK","55312","riboflavin kinase"
"11603","NOLC1","9221","nucleolar and coiled-body phosphoprotein 1"
"11604","ACTG1P4","648740","actin gamma 1 pseudogene 4"
"11605","NDOR1","27158","NADPH dependent diflavin oxidoreductase 1"
"11606","EIF1AY","9086","eukaryotic translation initiation factor 1A Y-linked"
"11607","MIR614","693199","microRNA 614"
"11608","ZNF843","283933","zinc finger protein 843"
"11609","TMEM63B","55362","transmembrane protein 63B"
"11610","LOC101927151","101927151","uncharacterized LOC101927151"
"11611","GNAZ","2781","G protein subunit alpha z"
"11612","SNORA28","677811","small nucleolar RNA, H/ACA box 28"
"11613","CCDC65","85478","coiled-coil domain containing 65"
"11614","SPDEF","25803","SAM pointed domain containing ETS transcription factor"
"11615","DNPEP","23549","aspartyl aminopeptidase"
"11616","ATP10B","23120","ATPase phospholipid transporting 10B (putative)"
"11617","SLC48A1","55652","solute carrier family 48 member 1"
"11618","NDC1","55706","NDC1 transmembrane nucleoporin"
"11619","DEFB1","1672","defensin beta 1"
"11620","RPGR","6103","retinitis pigmentosa GTPase regulator"
"11621","SNX16","64089","sorting nexin 16"
"11622","ZNF433","163059","zinc finger protein 433"
"11623","HSD17B6","8630","hydroxysteroid 17-beta dehydrogenase 6"
"11624","ANKRD46","157567","ankyrin repeat domain 46"
"11625","CYB5B","80777","cytochrome b5 type B"
"11626","LOC101929718","101929718","uncharacterized LOC101929718"
"11627","DBNDD2","55861","dysbindin domain containing 2"
"11628","SNHG22","103091864","small nucleolar RNA host gene 22"
"11629","MZB1","51237","marginal zone B and B1 cell specific protein"
"11630","YBX3P1","440359","Y-box binding protein 3 pseudogene 1"
"11631","UVSSA","57654","UV stimulated scaffold protein A"
"11632","TTYH2","94015","tweety family member 2"
"11633","SCN5A","6331","sodium voltage-gated channel alpha subunit 5"
"11634","SNORA12","677800","small nucleolar RNA, H/ACA box 12"
"11635","ANKRD13B","124930","ankyrin repeat domain 13B"
"11636","SRGAP3","9901","SLIT-ROBO Rho GTPase activating protein 3"
"11637","JADE3","9767","jade family PHD finger 3"
"11638","GCOM1","145781","GRINL1A complex locus 1"
"11639","RTCB","51493","RNA 2',3'-cyclic phosphate and 5'-OH ligase"
"11640","STARD4","134429","StAR related lipid transfer domain containing 4"
"11641","FAM50B","26240","family with sequence similarity 50 member B"
"11642","ZFAT","57623","zinc finger and AT-hook domain containing"
"11643","GPR89A","653519","G protein-coupled receptor 89A"
"11644","SNAI2","6591","snail family transcriptional repressor 2"
"11645","LOC100130744","100130744","uncharacterized LOC100130744"
"11646","RNF103-CHMP3","100526767","RNF103-CHMP3 readthrough"
"11647","WWC2","80014","WW and C2 domain containing 2"
"11648","GFM1","85476","G elongation factor mitochondrial 1"
"11649","LURAP1","541468","leucine rich adaptor protein 1"
"11650","CLASP2","23122","cytoplasmic linker associated protein 2"
"11651","KMT2D","8085","lysine methyltransferase 2D"
"11652","CATSPER2P1","440278","cation channel sperm associated 2 pseudogene 1"
"11653","PKM","5315","pyruvate kinase M1/2"
"11654","IL1B","3553","interleukin 1 beta"
"11655","AASDHPPT","60496","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"11656","NDUFB4","4710","NADH:ubiquinone oxidoreductase subunit B4"
"11657","SMIM2-AS1","101929212","SMIM2 antisense RNA 1"
"11658","KIAA1211","57482","KIAA1211"
"11659","MAPKBP1","23005","mitogen-activated protein kinase binding protein 1"
"11660","MEOX1","4222","mesenchyme homeobox 1"
"11661","NRG2","9542","neuregulin 2"
"11662","IPO9","55705","importin 9"
"11663","SNIP1","79753","Smad nuclear interacting protein 1"
"11664","TMEM161B","153396","transmembrane protein 161B"
"11665","ALKBH1","8846","alkB homolog 1, histone H2A dioxygenase"
"11666","MIS18A","54069","MIS18 kinetochore protein A"
"11667","TTC21B","79809","tetratricopeptide repeat domain 21B"
"11668","SUSD1","64420","sushi domain containing 1"
"11669","TNFRSF11B","4982","TNF receptor superfamily member 11b"
"11670","ARL4D","379","ADP ribosylation factor like GTPase 4D"
"11671","ARHGEF35","445328","Rho guanine nucleotide exchange factor 35"
"11672","ROCK1","6093","Rho associated coiled-coil containing protein kinase 1"
"11673","KIAA0319L","79932","KIAA0319 like"
"11674","STAU2-AS1","100128126","STAU2 antisense RNA 1"
"11675","USP15","9958","ubiquitin specific peptidase 15"
"11676","CEP57","9702","centrosomal protein 57"
"11677","ZNF181","339318","zinc finger protein 181"
"11678","TEKT5","146279","tektin 5"
"11679","PRRC2B","84726","proline rich coiled-coil 2B"
"11680","TARBP2","6895","TARBP2 subunit of RISC loading complex"
"11681","RWDD2A","112611","RWD domain containing 2A"
"11682","PDRG1","81572","p53 and DNA damage regulated 1"
"11683","SCN8A","6334","sodium voltage-gated channel alpha subunit 8"
"11684","LRP1","4035","LDL receptor related protein 1"
"11685","ADAM10","102","ADAM metallopeptidase domain 10"
"11686","ENAH","55740","ENAH actin regulator"
"11687","HSD17B7P2","158160","hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2"
"11688","A1BG","1","alpha-1-B glycoprotein"
"11689","TMEM125","128218","transmembrane protein 125"
"11690","SMCO4","56935","single-pass membrane protein with coiled-coil domains 4"
"11691","SPATA2","9825","spermatogenesis associated 2"
"11692","ULK1","8408","unc-51 like autophagy activating kinase 1"
"11693","CLN8","2055","CLN8 transmembrane ER and ERGIC protein"
"11694","MGAT2","4247","mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
"11695","CERS5","91012","ceramide synthase 5"
"11696","DHX15","1665","DEAH-box helicase 15"
"11697","TRIM37","4591","tripartite motif containing 37"
"11698","SRD5A3","79644","steroid 5 alpha-reductase 3"
"11699","CNGA1","1259","cyclic nucleotide gated channel alpha 1"
"11700","PSMG3","84262","proteasome assembly chaperone 3"
"11701","C1QTNF4","114900","C1q and TNF related 4"
"11702","TCF4","6925","transcription factor 4"
"11703","OSGIN1","29948","oxidative stress induced growth inhibitor 1"
"11704","PRDX4","10549","peroxiredoxin 4"
"11705","CLDN15","24146","claudin 15"
"11706","RNF125","54941","ring finger protein 125"
"11707","BRIP1","83990","BRCA1 interacting protein C-terminal helicase 1"
"11708","AMOT","154796","angiomotin"
"11709","NOL4L","140688","nucleolar protein 4 like"
"11710","VPS13B","157680","vacuolar protein sorting 13 homolog B"
"11711","SLC44A5","204962","solute carrier family 44 member 5"
"11712","LOC101928068","101928068","uncharacterized LOC101928068"
"11713","PRSS21","10942","serine protease 21"
"11714","TNRC18","84629","trinucleotide repeat containing 18"
"11715","IPO4","79711","importin 4"
"11716","VPS36","51028","vacuolar protein sorting 36 homolog"
"11717","PJA1","64219","praja ring finger ubiquitin ligase 1"
"11718","MTCH2","23788","mitochondrial carrier 2"
"11719","C7orf61","402573","chromosome 7 open reading frame 61"
"11720","INO80C","125476","INO80 complex subunit C"
"11721","OAS2","4939","2'-5'-oligoadenylate synthetase 2"
"11722","RAB9A","9367","RAB9A, member RAS oncogene family"
"11723","ABLIM3","22885","actin binding LIM protein family member 3"
"11724","FBXO10","26267","F-box protein 10"
"11725","DLGAP4","22839","DLG associated protein 4"
"11726","SPAST","6683","spastin"
"11727","CCDC40","55036","coiled-coil domain containing 40"
"11728","HPS6","79803","HPS6 biogenesis of lysosomal organelles complex 2 subunit 3"
"11729","UEVLD","55293","UEV and lactate/malate dehyrogenase domains"
"11730","DCAF12","25853","DDB1 and CUL4 associated factor 12"
"11731","ZNF419","79744","zinc finger protein 419"
"11732","AGBL4-IT1","100874313","AGBL4 intronic transcript 1"
"11733","SCAF1","58506","SR-related CTD associated factor 1"
"11734","DHRS4L2","317749","dehydrogenase/reductase 4 like 2"
"11735","ZC3H13","23091","zinc finger CCCH-type containing 13"
"11736","ARHGAP20","57569","Rho GTPase activating protein 20"
"11737","LY6E","4061","lymphocyte antigen 6 family member E"
"11738","PLA2G4F","255189","phospholipase A2 group IVF"
"11739","VWA8-AS1","100507240","VWA8 antisense RNA 1 (head to head)"
"11740","SLC38A5","92745","solute carrier family 38 member 5"
"11741","PDZD2","23037","PDZ domain containing 2"
"11742","SRSF4","6429","serine and arginine rich splicing factor 4"
"11743","PHF20","51230","PHD finger protein 20"
"11744","SAPCD2","89958","suppressor APC domain containing 2"
"11745","LRRCC1","85444","leucine rich repeat and coiled-coil centrosomal protein 1"
"11746","LRRC41","10489","leucine rich repeat containing 41"
"11747","KIF3C","3797","kinesin family member 3C"
"11748","PSMB9","5698","proteasome subunit beta 9"
"11749","EPHX4","253152","epoxide hydrolase 4"
"11750","NRADDP","100129354","neurotrophin receptor associated death domain, pseudogene"
"11751","AQP10","89872","aquaporin 10"
"11752","GATAD2B","57459","GATA zinc finger domain containing 2B"
"11753","RGS4","5999","regulator of G protein signaling 4"
"11754","STK19","8859","serine/threonine kinase 19"
"11755","EPOR","2057","erythropoietin receptor"
"11756","MUS81","80198","MUS81 structure-specific endonuclease subunit"
"11757","ZNF513","130557","zinc finger protein 513"
"11758","ANAPC7","51434","anaphase promoting complex subunit 7"
"11759","LOC102724927","102724927","uncharacterized LOC102724927"
"11760","PPP1R11","6992","protein phosphatase 1 regulatory inhibitor subunit 11"
"11761","PRPF4B","8899","pre-mRNA processing factor 4B"
"11762","LOC101927021","101927021","uncharacterized LOC101927021"
"11763","RPL32","6161","ribosomal protein L32"
"11764","TIAL1","7073","TIA1 cytotoxic granule associated RNA binding protein like 1"
"11765","PRRT2","112476","proline rich transmembrane protein 2"
"11766","JUND","3727","JunD proto-oncogene, AP-1 transcription factor subunit"
"11767","FAM20B","9917","FAM20B glycosaminoglycan xylosylkinase"
"11768","COG4","25839","component of oligomeric golgi complex 4"
"11769","CLIC5","53405","chloride intracellular channel 5"
"11770","CIAO1","9391","cytosolic iron-sulfur assembly component 1"
"11771","PELO","53918","pelota mRNA surveillance and ribosome rescue factor"
"11772","PLP2","5355","proteolipid protein 2"
"11773","FAM102B","284611","family with sequence similarity 102 member B"
"11774","FAM66D","100132923","family with sequence similarity 66 member D"
"11775","KPNB1","3837","karyopherin subunit beta 1"
"11776","CYC1","1537","cytochrome c1"
"11777","CTSA","5476","cathepsin A"
"11778","ANKRD44","91526","ankyrin repeat domain 44"
"11779","ATP6V0D2","245972","ATPase H+ transporting V0 subunit d2"
"11780","ATE1-AS1","100130887","ATE1 antisense RNA 1"
"11781","CXCL11","6373","C-X-C motif chemokine ligand 11"
"11782","SEC14L1P1","729799","SEC14 like 1 pseudogene 1"
"11783","VWA3A","146177","von Willebrand factor A domain containing 3A"
"11784","EGFR","1956","epidermal growth factor receptor"
"11785","VWA7","80737","von Willebrand factor A domain containing 7"
"11786","APC2","10297","APC regulator of WNT signaling pathway 2"
"11787","MEGF6","1953","multiple EGF like domains 6"
"11788","SNORD2","619567","small nucleolar RNA, C/D box 2"
"11789","FASTK","10922","Fas activated serine/threonine kinase"
"11790","ASS1","445","argininosuccinate synthase 1"
"11791","PTPRQ","374462","protein tyrosine phosphatase receptor type Q"
"11792","ANKRD12","23253","ankyrin repeat domain 12"
"11793","ABCC1","4363","ATP binding cassette subfamily C member 1"
"11794","HIGD1A","25994","HIG1 hypoxia inducible domain family member 1A"
"11795","NKAP","79576","NFKB activating protein"
"11796","SLC9A3","6550","solute carrier family 9 member A3"
"11797","DGCR6L","85359","DiGeorge syndrome critical region gene 6 like"
"11798","PECAM1","5175","platelet and endothelial cell adhesion molecule 1"
"11799","CAT","847","catalase"
"11800","PNPLA3","80339","patatin like phospholipase domain containing 3"
"11801","PLSCR1","5359","phospholipid scramblase 1"
"11802","BCL2L1","598","BCL2 like 1"
"11803","PLA2G6","8398","phospholipase A2 group VI"
"11804","GDNF","2668","glial cell derived neurotrophic factor"
"11805","DCAF4","26094","DDB1 and CUL4 associated factor 4"
"11806","ACSM3","6296","acyl-CoA synthetase medium chain family member 3"
"11807","DAW1","164781","dynein assembly factor with WD repeats 1"
"11808","NIP7","51388","nucleolar pre-rRNA processing protein NIP7"
"11809","GABARAP","11337","GABA type A receptor-associated protein"
"11810","PACSIN1","29993","protein kinase C and casein kinase substrate in neurons 1"
"11811","GPBP1L1","60313","GC-rich promoter binding protein 1 like 1"
"11812","GPR21","2844","G protein-coupled receptor 21"
"11813","STARD3NL","83930","STARD3 N-terminal like"
"11814","ESYT2","57488","extended synaptotagmin 2"
"11815","PRSS16","10279","serine protease 16"
"11816","AUNIP","79000","aurora kinase A and ninein interacting protein"
"11817","WEE2-AS1","285962","WEE2 antisense RNA 1"
"11818","C5orf22","55322","chromosome 5 open reading frame 22"
"11819","FXR2","9513","FMR1 autosomal homolog 2"
"11820","SNHG17","388796","small nucleolar RNA host gene 17"
"11821","FAM177A1","283635","family with sequence similarity 177 member A1"
"11822","DSP","1832","desmoplakin"
"11823","ZNF551","90233","zinc finger protein 551"
"11824","MIR647","693232","microRNA 647"
"11825","ANGPT1","284","angiopoietin 1"
"11826","FAHD2B","151313","fumarylacetoacetate hydrolase domain containing 2B"
"11827","SUCO","51430","SUN domain containing ossification factor"
"11828","ZBTB7C","201501","zinc finger and BTB domain containing 7C"
"11829","HP","3240","haptoglobin"
"11830","LEMD2","221496","LEM domain containing 2"
"11831","MRPL21","219927","mitochondrial ribosomal protein L21"
"11832","PCGF6","84108","polycomb group ring finger 6"
"11833","ATAD5","79915","ATPase family AAA domain containing 5"
"11834","ARRB1","408","arrestin beta 1"
"11835","RGS12","6002","regulator of G protein signaling 12"
"11836","HSPA13","6782","heat shock protein family A (Hsp70) member 13"
"11837","ABCD3","5825","ATP binding cassette subfamily D member 3"
"11838","NLRP14","338323","NLR family pyrin domain containing 14"
"11839","ALDH1A3","220","aldehyde dehydrogenase 1 family member A3"
"11840","TBCB","1155","tubulin folding cofactor B"
"11841","ELFN1-AS1","101927125","ELFN1 antisense RNA 1"
"11842","MMP7","4316","matrix metallopeptidase 7"
"11843","COQ9","57017","coenzyme Q9"
"11844","SLC25A11","8402","solute carrier family 25 member 11"
"11845","KHK","3795","ketohexokinase"
"11846","ELOVL4","6785","ELOVL fatty acid elongase 4"
"11847","LINC00649","100506334","long intergenic non-protein coding RNA 649"
"11848","IRAK2","3656","interleukin 1 receptor associated kinase 2"
"11849","ST13","6767","ST13 Hsp70 interacting protein"
"11850","LSM5","23658","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
"11851","ZNF169","169841","zinc finger protein 169"
"11852","MAP2K1","5604","mitogen-activated protein kinase kinase 1"
"11853","SLC35E1","79939","solute carrier family 35 member E1"
"11854","AP1S1","1174","adaptor related protein complex 1 subunit sigma 1"
"11855","EIF2AK4","440275","eukaryotic translation initiation factor 2 alpha kinase 4"
"11856","GAS2L1","10634","growth arrest specific 2 like 1"
"11857","FLG","2312","filaggrin"
"11858","CDK20","23552","cyclin dependent kinase 20"
"11859","NPTX1","4884","neuronal pentraxin 1"
"11860","KLHL30","377007","kelch like family member 30"
"11861","PPP2R5A","5525","protein phosphatase 2 regulatory subunit B'alpha"
"11862","ZFY","7544","zinc finger protein Y-linked"
"11863","PFDN5","5204","prefoldin subunit 5"
"11864","UBE2S","27338","ubiquitin conjugating enzyme E2 S"
"11865","TEKT4P2","100132288","tektin 4 pseudogene 2"
"11866","VN1R1","57191","vomeronasal 1 receptor 1"
"11867","LINC01138","388685","long intergenic non-protein coding RNA 1138"
"11868","SPTAN1","6709","spectrin alpha, non-erythrocytic 1"
"11869","MIR34B","407041","microRNA 34b"
"11870","RAP1A","5906","RAP1A, member of RAS oncogene family"
"11871","LAMC2","3918","laminin subunit gamma 2"
"11872","GTF3C6","112495","general transcription factor IIIC subunit 6"
"11873","PPP2R3C","55012","protein phosphatase 2 regulatory subunit B''gamma"
"11874","NIPBL","25836","NIPBL cohesin loading factor"
"11875","CCNB3","85417","cyclin B3"
"11876","OTOP3","347741","otopetrin 3"
"11877","FRAT2","23401","FRAT regulator of WNT signaling pathway 2"
